,test_number,folder,scene,dist_met,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,Sum
452,4,pillows_pin_003,pillows,pin,4.0,3.5,4.9,4.7,5.0,5.0,5.0,4.9,4.5,3.4,3.0,4.0,5.0,3.7,5.0,4.8,4.3999999999999995
453,4,pillows_pin_004,pillows,pin,4.0,4.5,4.9,5.0,5.0,4.1,5.0,4.9,5.0,4.0,5.0,4.1,5.0,3.3,4.6,5.0,4.5874999999999995
454,4,pillows_pin_005,pillows,pin,4.0,3.5,3.9,5.0,5.0,5.0,5.0,5.0,4.6,5.0,5.0,4.7,4.9,4.0,5.0,4.8,4.6499999999999995
455,4,pillows_sal_001,pillows,sal,4.0,2.5,3.1,2.1,3.5,3.3,3.4,3.0,2.3,3.8,3.0,3.7,2.6,3.3,1.8,4.4,3.1125
456,4,pillows_sal_002,pillows,sal,4.0,1.5,1.2,2.0,3.2,2.8,2.0,2.9,2.0,2.4,2.1,2.2,2.6,3.0,1.5,4.0,2.4625
457,4,pillows_sal_003,pillows,sal,4.0,1.5,1.3,2.4,2.8,2.0,2.0,3.0,2.2,3.4,2.1,1.7,2.3,2.8,1.7,3.8,2.4375
458,4,pillows_sal_004,pillows,sal,3.0,1.0,1.1,1.9,2.5,2.7,1.9,2.1,1.8,3.0,2.1,1.4,2.3,2.6,1.4,3.8,2.1625
459,4,pillows_sal_005,pillows,sal,3.0,1.0,1.0,1.5,1.8,2.4,2.0,1.2,1.8,2.2,1.0,1.1,1.7,2.2,1.3,2.5,1.7312500000000002
460,4,pillows_uns_001,pillows,uns,4.0,5.0,5.0,5.0,5.0,4.9,5.0,4.7,5.0,4.2,3.9,4.0,5.0,4.1,4.3,4.9,4.625
461,4,pillows_uns_002,pillows,uns,5.0,4.0,4.4,5.0,4.0,3.8,5.0,4.0,5.0,4.2,3.9,3.9,3.0,3.4,3.2,3.1,4.05625
462,4,pillows_uns_003,pillows,uns,4.0,4.0,4.0,4.0,4.0,3.7,4.1,4.0,4.6,3.0,2.1,3.0,4.0,2.3,3.2,4.0,3.625
463,4,pillows_uns_004,pillows,uns,4.0,4.0,3.7,3.2,3.7,3.5,4.0,2.2,4.6,2.6,4.0,2.1,3.7,3.1,3.1,4.0,3.4687500000000004
464,4,pillows_uns_005,pillows,uns,3.0,2.0,2.8,3.5,3.3,2.9,4.0,3.4,4.2,2.0,3.0,1.3,3.0,2.6,3.5,4.0,3.0312499999999996
465,4,pillows_vp9_01,pillows,vp9,1.0,2.0,1.5,3.1,2.5,2.4,2.4,3.1,2.4,1.4,2.1,2.4,1.0,1.6,2.6,1.9,2.0875
466,4,pillows_vp9_05,pillows,vp9,3.5,4.0,3.0,5.0,3.3,5.0,5.0,4.7,3.1,1.8,4.0,3.0,2.0,3.8,2.8,3.7,3.6062499999999997
467,4,pillows_vp9_15,pillows,vp9,4.0,4.5,4.1,5.0,5.0,4.2,5.0,4.7,5.0,3.8,5.0,2.7,4.5,4.1,4.5,5.0,4.44375
468,4,pillows_vp9_25,pillows,vp9,4.0,3.0,4.9,5.0,5.0,5.0,3.6,4.6,4.6,3.4,5.0,5.0,5.0,3.2,5.0,5.0,4.456250000000001
469,4,pillows_vp9_75,pillows,vp9,5.0,4.0,5.0,5.0,5.0,4.8,5.0,5.0,3.9,4.1,5.0,5.0,5.0,2.5,4.8,4.6,4.606249999999999
470,4,pillows_x264_01,pillows,x264,1.0,1.0,1.1,1.8,1.3,1.9,2.4,2.0,1.7,1.0,1.0,1.6,1.0,1.9,2.2,1.0,1.49375
471,4,pillows_x264_05,pillows,x264,3.0,4.2,4.0,4.0,4.0,4.1,5.0,4.9,2.8,2.2,3.0,3.1,2.0,2.9,4.3,2.5,3.4999999999999996
472,4,pillows_x264_15,pillows,x264,4.0,4.5,5.0,5.0,5.0,4.3,4.0,4.9,4.7,4.2,5.0,4.8,5.0,2.3,4.5,4.8,4.5
473,4,pillows_x264_25,pillows,x264,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.8,5.0,4.2,5.0,5.0,5.0,4.3,5.0,5.0,4.76875
474,4,pillows_x264_75,pillows,x264,4.0,5.0,5.0,4.1,5.0,4.8,5.0,5.0,5.0,3.8,5.0,4.0,5.0,3.7,5.0,5.0,4.65
475,4,pillows_x265_01,pillows,x265,1.0,1.0,1.0,1.6,2.7,1.5,1.9,2.1,2.6,1.4,1.0,1.0,1.0,1.3,1.8,1.0,1.4937500000000001
476,4,pillows_x265_05,pillows,x265,2.5,3.5,3.9,3.6,3.2,3.3,3.0,4.0,3.0,1.8,2.1,3.0,2.0,2.3,3.7,2.8,2.9812499999999997
477,4,pillows_x265_15,pillows,x265,3.0,4.5,3.9,5.0,4.0,3.0,5.0,4.9,4.2,2.6,3.0,4.1,4.3,4.1,4.2,3.7,3.9687500000000004
478,4,pillows_x265_25,pillows,x265,4.0,3.5,4.9,5.0,3.7,5.0,5.0,4.9,4.3,3.8,5.0,4.5,5.0,3.0,1.3,5.0,4.2437499999999995
479,4,pillows_x265_75,pillows,x265,5.0,5.0,5.0,5.0,5.0,5.0,4.1,4.4,4.7,5.0,3.0,4.4,5.0,3.6,4.8,4.8,4.6125
